#separator:tab
#html:true
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Atomic_Structure</div>
<img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-cloze=""Mass&#x20;number"" data-ordinal=""1"">[...]</span></div></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Atomic_Structure</div>
    <img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-ordinal=""1"">Mass number</span></div></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Mass Number.png"" /></div><div><br /></div>
<a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/elements-and-atoms/v/introduction-to-the-atom"">Khan Academy Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Magnitude of Electric Field Produced by Point Charge.png""></div><div><br></div><div>Give the equation for the <i>magnitude of the electric field created by a point charge</i>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Magnitude&#x20;of&#x20;Electric&#x20;Field&#x20;Produced&#x20;by&#x20;Point&#x20;Charge&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Magnitude of Electric Field Produced by Point Charge.png""></div><div><br></div><div>Give the equation for the <i>magnitude of the electric field created by a point charge</i>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Magnitude of Electric Field Produced by Point Charge Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/physics/electric-charge-electric-force-and-voltage/electric-field/v/magnitude-of-electric-field-created-by-a-charge"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Voltage of Charge.png""></div><div><br></div><div>Give the equation for electric potential at a point in space:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Voltage&#x20;of&#x20;Charge&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Voltage of Charge.png""></div><div><br></div><div>Give the equation for electric potential at a point in space:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Voltage of Charge Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/physics/electric-charge-electric-force-and-voltage/electric-potential-voltage/v/electric-potential-at-a-point-in-space"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div>Give the equation for&nbsp;<i>magnetic force of a moving point charge</i>:<br></div><div><div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Magnetic&#x20;Force&#x20;on&#x20;Moving&#x20;Charge&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div>Give the equation for&nbsp;<i>magnetic force of a moving point charge</i>:<br></div><div><div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Magnetic Force on Moving Charge.png""></span></div></div></div>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Magnetic Force of a Moving Test Charge.png""><div><br></div><div><a href=""https://www.khanacademy.org/science/physics/magnetic-forces-and-magnetic-fields/magnets-magnetic/v/magnetism-2"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
Give the equation for&nbsp;<u>magnetic force of a current carrying wire</u>:<div><br><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Magnetic&#x20;Force&#x20;Wire&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    Give the equation for&nbsp;<u>magnetic force of a current carrying wire</u>:<div><br><div><span class=""cloze"" data-ordinal=""1""><img src=""Magnetic Force Wire Complete.png""></span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Magnetic Force on Wire.png""><div><br></div><div><a href=""https://www.khanacademy.org/science/physics/magnetic-forces-and-magnetic-fields/magnets-magnetic/v/magnetism-5"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
Give the&nbsp;Ohm’s law equation:<div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Ohms&#x20;Law&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    Give the&nbsp;Ohm’s law equation:<div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Ohms Law Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Ohms Law.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/ap-physics-1/ap-circuits-topic/current-ap/v/circuits-part-1"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Magnitude Electric Field.png""></div><div><br></div><div>Give the equation for <b>electric field strength in a capacitor</b>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Magnitude&#x20;Electric&#x20;Field&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Magnitude Electric Field.png""></div><div><br></div><div>Give the equation for <b>electric field strength in a capacitor</b>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Magnitude Electric Field Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Electric Field Between Plates.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=XSXKk_A3xUM"">YouTube Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Charge Bsaed on Capacitance and Voltage.png""></div><div><br></div><div>Give the equation for <i>charge stored in a capacitor</i>&nbsp;as a function of capacitance and voltage:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Charge&#x20;Based&#x20;on&#x20;Capacitance&#x20;and&#x20;Voltage&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Charge Bsaed on Capacitance and Voltage.png""></div><div><br></div><div>Give the equation for <i>charge stored in a capacitor</i>&nbsp;as a function of capacitance and voltage:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Charge Based on Capacitance and Voltage Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div>Charge = capacitance x (voltage across capacitor)<br></div><div><br></div><div><img src=""Charge in a Capacitor.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/physics/circuits-topic/circuits-with-capacitors/v/capacitors-and-capacitance"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Capacitance (1).png""></div><div><br></div><div>Give the equation for <i>capacitance</i> that includes area and distance:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Capacitance&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Capacitance (1).png""></div><div><br></div><div>Give the equation for <i>capacitance</i> that includes area and distance:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Capacitance Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><img src=""Capacitance Formula.jpg""><div><br></div><div><a href=""https://www.youtube.com/watch?v=dkpBUv6u1I4"">YouTube Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Potential Energy Capacitor.png""></div><div><br></div><div>Give the equation for <b>potential energy of a capacitor</b>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Potential&#x20;Energy&#x20;Capacitor&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Potential Energy Capacitor.png""></div><div><br></div><div>Give the equation for <b>potential energy of a capacitor</b>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Potential Energy Capacitor Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Energy Stored in a Capacitor.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/physics/circuits-topic/circuits-with-capacitors/v/energy-capacitor"">Khan Academy Link</a></div><br></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Electrode Potential.png""></div><div><br></div><div>Give the equation for <u>cell potential</u>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Electrode&#x20;Potential&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Electrode Potential.png""></div><div><br></div><div>Give the equation for <u>cell potential</u>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Electrode Potential Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Cell Potential.jpg""></div><div><br></div><div><a href=""https://chem.libretexts.org/Bookshelves/Analytical_Chemistry/Supplemental_Modules_(Analytical_Chemistry)/Electrochemistry/Voltaic_Cells/The_Cell_Potential"">Chem Libre Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""Resistance.png""></div><div><br></div><div>Give the equation for&nbsp;<i>resistance</i>&nbsp;through a material:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Resistance&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""Resistance.png""></div><div><br></div><div>Give the equation for&nbsp;<i>resistance</i>&nbsp;through a material:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Resistance Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div>p = resistivity<br></div><div>L = length of resistor</div><div>A = cross sectional area<br><div><br></div><div><img src=""Resistance Through a Material.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/ap-physics-1/ap-circuits-topic/current-ap/v/resistivity-and-conductivity"">Khan Academy Link</a></div></div><div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""AC Voltage.png""></div><div><br></div><div>Give the equation for <u>voltage of an alternating current</u>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;AC&#x20;Voltage&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""AC Voltage.png""></div><div><br></div><div>Give the equation for <u>voltage of an alternating current</u>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""AC Voltage Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""RMS.jpg""></div><div><br></div><div><a href=""https://www.youtube.com/watch?v=ERIToctYUcQ"">YouTube Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
<div><img src=""AC Current.png""></div><div><br></div><div>Give the equation for&nbsp;<b>current when using alternating current</b>:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;AC&#x20;Current&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    <div><img src=""AC Current.png""></div><div><br></div><div>Give the equation for&nbsp;<b>current when using alternating current</b>:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""AC Current Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""RMS.jpg""></div><div><br></div><div><a href=""https://www.youtube.com/watch?v=ERIToctYUcQ"">YouTube Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
Give the equation for total <i>resistance</i> when the resistors are in <i>series</i>:<div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Resistors&#x20;in&#x20;Series&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::All_MCAT_Equations MileDown::All_MCAT_Equations::Physics MileDown::Physics::Electrostatics::Equations MileDown::Physics::Equations</div>
    Give the equation for total <i>resistance</i> when the resistors are in <i>series</i>:<div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Resistors in Series Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div>Resistance is additive when in series. Sum together to create a large total resistance of a circuit<br></div><div><br></div><div><img src=""Resistors in Series.gif""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/physics/circuits-topic/circuits-resistance/v/circuits-part-2"">Khan Academy Link</a></div></div>
</div>"
